CAS,CID,SMILES,Formula,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRings,FlashPoint_C,LFL_percent,UFL_percent,HeatOfComb_kJ_mol,BoilingPoint_C,MeltingPoint_C,AutoignitionTemp_C,VaporPressure_mmHg,Density_g_cm3,Y_NFPA_Health,Y_NFPA_Fire,Y_NFPA_React,Y_GHS_Signal,Y_GHS_H_Codes
150-60-7,9012,C1=CC=C(C=C1)CSSCC2=CC=CC=C2,C14H14S2,246.4,4.7682,0.0,0,2,2,,,,,270.0,71.0,,,,,,,Warning,"H317, H319"
150-75-4,5931,CNC1=CC=C(C=C1)O,C7H9NO,123.155,1.4339,32.26,2,2,1,,,,,209.0,87.0,,0.05,,,,,Warning,"H302, H317, H332, H341, H373, H410"
150-86-7,5280435,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,C20H40O,296.539,6.3641,20.23,1,1,0,,,,,202.0,25.0,,,0.847,,,,Warning,"H315, H400, H410, H413"
150-90-3,9020,C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+],C4H4Na2O4,162.052,-8.7256,80.26,0,4,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
151-50-8,9032,[C-]#N.[K+],CKN,65.116,-2.89963,23.79,0,1,0,1998.0,,,,1999.0,1173.0,1999.0,0.0,1.52,,,,Danger,"H290, H300, H310, H315, H316, H318, H319, H330, H335, H361, H370, H371, H372, H400, H410, H412"
151-56-4,9033,C1CN1,C2H5N,43.069,-0.4104,21.94,1,1,1,12.0,3.6,46.0,-15.93,131.0,-98.0,608.0,160.0,0.8321,4.0,3.0,3.0,Danger,"H225, H300, H310, H314, H317, H318, H330, H335, H340, H350, H351, H361, H370, H372, H401, H402, H411, H412"
152-11-4,62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,C27H39ClN2O4,491.072,5.51488,63.95,0,6,2,,,,,,,,,,,,,Danger,"H301, H302, H311, H315, H319, H330, H331, H335, H401, H411, H412"
152-62-5,9051,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,C21H28O2,312.453,4.4995,34.14,0,2,4,,,,,,168.0,,,,,,,Danger,"H372, H410"
152-72-7,54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,C19H15NO6,353.33,3.5178,110.65,1,6,3,,,,,,196.0,,,,,,,Danger,"H302, H315, H319, H335, H360, H361"
153-18-4,5280805,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,C27H30O16,610.521,-1.6871,269.43,10,16,5,,,,,,125.0,,,,,,,Warning,"H302, H315, H319, H335"
153-94-6,9060,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,C11H12N2O2,204.229,1.1223,79.11,3,2,2,,,,,,527.0,,,,,,,Warning,"H315, H319, H335"
154-23-4,9064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,C15H14O6,290.271,1.5461,110.38,5,6,3,,,,,,214.0,,,,,,,Warning,"H315, H319, H335"
154-41-6,62943,CC(C(C1=CC=CC=C1)O)N.Cl,C9H14ClNO,187.67,1.489,46.25,2,2,1,,,,,,381.0,,,,,,,Warning,H302
154-42-7,2723601,C1=NC2=C(N1)C(=S)N=C(N2)N,C5H5N5S,167.197,0.59769,83.38,3,4,2,,,,,,680.0,,,,,,,Danger,"H301, H341"
154-69-8,9066,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,C16H22ClN3,291.826,3.0716,19.37,0,3,2,,,,,,378.5,,,,,,,Danger,"H302, H315, H318, H319, H331, H335, H361, H373, H411"
154-87-0,9068,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-],C12H19ClN4O7P2S,460.773,-2.15426,168.97,4,8,2,,,,,,,,,,,,,Warning,H317
154-93-8,2578,C(CCl)NC(=O)N(CCCl)N=O,C5H9Cl2N3O2,214.052,1.157,61.77,1,3,0,,,,,,86.0,,,,,,,Danger,"H300, H341, H350, H360, H370, H372"
155-04-4,9071,C1=CC=C2C(=C1)N=C(S2)[S-].C1=CC=C2C(=C1)N=C(S2)[S-].[Zn+2],C14H8N2S4Zn,397.89,4.4017,25.78,0,6,4,,,,,,,,,1.7,,,,Warning,"H317, H400, H410"
155-09-9,5530,C1C(C1N)C2=CC=CC=C2,C9H11N,133.194,1.5012,26.02,1,1,2,,,,,79.0,79.0,,,,,,,Warning,"H302, H315, H319"
156-57-0,9082,C(CS)N.Cl,C2H8ClNS,113.613,0.2967,26.02,2,2,0,,,,,,,,,,,,,Warning,"H302, H317, H319, H335"
156-62-7,56955933,C(=[N-])=[N-].[Ca+2],CCaN2,80.103,-0.0817,44.6,0,0,0,,,,,2102.0,2372.0,,0.0,2.29,3.0,1.0,,Danger,"H261, H302, H313, H315, H317, H318, H333, H335, H371, H372, H373, H401, H411, H412"
156-87-6,9086,C(CN)CO,C3H9NO,75.111,-0.6725,46.25,2,2,0,175.0,,,,369.5,52.0,,0.07,0.982,,,,Danger,"H227, H302, H312, H314, H318"
17372-87-1,11048,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+],C20H6Br4Na2O5,691.859,-0.9401,93.4,0,5,4,,,,,,572.0,,,,,,,Warning,"H319, H341"
5858-33-3,22134,C1=CC=C2C(=C1)C=CC=C2N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],C20H12N2Na2O7S2,502.437,-2.0698,159.35,1,9,4,,,,,,,,,,,,,Warning,"H315, H319"
6262-07-03,80422,C1=CC=C(C=C1)NC2=C(C=C(C=C2)N=NC3=CC=C(C4=CC=CC=C43)N=NC5=C(C=CC6=C5C=CC(=C6)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+],C32H21N5Na2O7S2,697.662,2.0892,196.1,2,12,6,,,,,,,,,,,,,,H412
6408-78-2,23675622,C1=CC=C(C=C1)NC2=CC(=C(C3=C2C(=O)C4=CC=CC=C4C3=O)N)S(=O)(=O)[O-].[Na+],C20H13N2NaO5S,416.39,-0.3041,129.39,2,7,4,,,,,,,,,,,,,Warning,"H315, H319, H335, H412"
100-10-7,7479,CN(C)C1=CC=C(C=C1)C=O,C9H11NO,149.193,1.5651,20.31,0,2,1,,,,,,,,,,,,,Warning,"H317, H319, H411"
100-33-4,4735,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,C19H24N4O2,340.427,2.88284,118.2,4,4,2,,,,,,186.0,,,,,,,Warning,"H302, H315, H319, H335"
100-55-0,7510,C1=CC(=CN=C1)CO,C6H7NO,109.128,0.5739,33.12,1,2,1,,,,,,,,0.02,,,,,Warning,"H315, H319, H335"
100-66-3,7519,COC1=CC=CC=C1,C7H8O,108.14,1.6952,9.23,0,1,1,125.0,,,-3783.12,155.5,-37.3,887.0,3.54,0.9956,1.0,2.0,0.0,Warning,"H226, H315, H319, H336, H402, H412"
100-92-5,3677,CC(C)(CC1=CC=CC=C1)NC,C11H17N,163.264,2.2271,12.03,1,1,1,,,,,,25.0,,,,,,,Warning,H336
101-20-2,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,C13H9Cl3N2O,315.587,5.2908,41.13,2,1,2,,,,,250.0,482.0,,,0.336,,,,Warning,"H400, H410"
101-31-5,154417,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,C17H23NO3,289.375,1.9309,49.77,1,4,3,,,,,,,,,,,,,Danger,"H300, H301, H311, H330, H331"
102-60-3,7615,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,C14H32N2O4,292.42,-0.8864,87.4,4,6,0,,,,,190.0,,,1e-08,,,,,Warning,"H315, H319"
103-16-2,7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,C13H12O2,200.237,2.9712,29.46,1,2,2,,,,,,122.5,,2.25e-05,1.26,,,,Warning,"H317, H319"
103-84-4,904,CC(=O)NC1=CC=CC=C1,C8H9NO,135.166,1.645,29.1,1,1,1,345.0,,,,579.0,237.7,1004.0,1.0,1.219,3.0,1.0,0.0,Danger,"H302, H315, H319, H320, H335, H336, H361, H370, H372, H402"
104-29-0,7697,C1=CC(=CC=C1OCC(CO)O)Cl,C9H11ClO3,202.637,1.072,49.69,2,3,1,,,,,,86.0,,,,,,,Danger,"H302, H315, H318, H319, H332, H335"
104-31-4,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,C30H53NO11,603.75,2.8346,121.4,1,12,1,,,,,,,,,,,,,Warning,"H302, H315, H319, H335, H412"
105-55-5,2735009,CCNC(=S)NCC,C5H12N2S,132.232,0.4903,24.06,2,1,0,,,,,1992.0,291.0,,0.24,,,,,Warning,"H302, H312, H317, H318, H335, H351, H372, H402, H412"
107-35-7,1123,C(CS(=O)(=O)O)N,C2H7NO3S,125.149,-1.1671,80.39,2,3,0,,,,,325.0,572.0,,0.000172,1.7,,,,Warning,"H315, H319, H335"
109-57-9,1549517,C=CCNC(=S)N,C4H8N2S,116.189,0.0056,38.05,2,1,0,,,,,,158.0,,,1.11,,,,Danger,H301
113-18-8,5281077,CCC(C=CCl)(C#C)O,C7H9ClO,144.601,1.5132,20.23,1,1,0,,,,,28.5,,,,1.065,,,,Danger,H301
113-52-0,8228,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,C19H25ClN2,316.876,4.2968,6.48,0,2,3,,,,,,,,,,,,,Warning,H302
113-98-4,23664709,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+],C16H17KN2O4S,372.487,-3.4699,89.54,1,5,3,,,,,,,,,,,,,Danger,"H315, H317, H319, H334, H335"
114-07-8,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C37H67NO13,733.937,1.7856,193.91,5,14,3,,,,,,133.0,,,,,,,Danger,"H317, H319, H334, H400, H410"
114-80-7,8246,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],C12H19BrN2O2,303.2,-1.0523,29.54,0,2,1,,,,,,,,,,,,,Danger,"H300, H310, H315, H317, H319, H330, H334, H335"
115-02-6,460129,C(C(C(=O)O)N)OC(=O)C=[N+]=[N-],C5H7N3O4,173.128,-1.7579,126.02,2,4,0,,,,,,157.0,,1.53,,,,,Danger,"H301, H341, H351, H361"
115-38-8,8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,C13H14N2O3,246.266,1.0426,66.48,1,3,2,,,,,,176.0,,,,,,,Danger,H301
115-44-6,8275,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,C11H16N2O3,224.26,0.961,75.27,2,3,1,,,,,,108.0,,,,,,,Danger,H301
115-67-3,8280,CCC1(C(=O)N(C(=O)O1)C)C,C7H11NO3,157.169,0.7637,46.61,0,3,1,,,,,101.0,31.0,,,1.118,,,,Danger,"H315, H319, H335, H360"
115-70-8,8282,CCC(CO)(CO)N,C5H13NO2,119.164,-0.9215,66.48,3,3,0,,,,,,,,,,,,,Danger,"H318, H319"
116-06-3,9570071,CC(C)(C=NOC(=O)NC)SC,C7H14N2O2S,190.268,1.4698,50.69,1,4,0,,,,,1992.0,210.0,,0.5,1.195,,,,Danger,"H300, H310, H311, H330, H400, H410"
117-10-2,2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,C14H8O4,240.214,1.8732,74.6,2,4,3,,,,,1992.0,379.0,,,,,,,Danger,"H350, H351, H400, H410"
117-38-4,19145,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCS(=O)(=O)O,C12H15N3O4S,297.336,0.74162,93.33,2,6,2,,,,,,,,,,,,,Warning,"H302, H312, H332"
117-96-4,2140,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,C11H9I3N2O4,613.915,3.1154,95.5,3,3,1,,,,,,250.0,,,,,,,Danger,"H317, H334"
118-10-5,90454,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,C19H22N2O,294.398,3.1646,36.36,1,3,5,,,,,,,,,,,,,Warning,"H302, H317, H332"
118-42-3,3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,C18H26ClN3O,335.879,3.783,48.39,2,4,2,,,,,,89.0,,,,,,,Warning,H302
118-52-5,8360,CC1(C(=O)N(C(=O)N1Cl)Cl)C,C5H6Cl2N2O2,197.021,1.3368,40.62,0,2,1,346.0,,,,212.0,270.0,,2.4e-05,1.5,,,,Warning,"H272, H302, H314, H315, H317, H319, H333, H334, H335, H400, H410"
120-36-5,8427,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,C9H8Cl2O3,235.066,2.8453,46.53,1,2,1,204.0,,,,,117.5,,8e-08,1.42,,,,Danger,"H302, H312, H315, H318, H351, H360, H371, H400, H410"
125-02-0,441409,CC12CC(C3C(C1CCC2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=CC34C)O.[Na+].[Na+],C21H27Na2O8P,484.393,-5.5814,147.02,2,8,4,,,,,,,,,,,,,Warning,"H302, H332, H361, H373"
125-10-0,91438,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)C=CC34C)C)O,C23H28O6,400.471,2.3366,97.74,1,6,4,,,,,,,,,,,,,Warning,"H302, H319, H335, H361, H373"
125-12-2,637531,CC(=O)OC1CC2CCC1(C2(C)C)C,C12H20O2,196.29,2.7643,26.3,0,2,2,190.0,,,,220.0,,,,0.978,1.0,2.0,0.0,Warning,H227
125-28-0,5284543,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,C18H23NO3,301.386,1.7251,41.93,1,4,5,,,,,,,,,,,,,Danger,"H301, H311, H317, H331, H334"
125-29-1,5284569,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,C18H21NO3,299.37,1.9333,38.77,0,4,5,9.7,,,,,198.0,,,,,,,Danger,"H225, H301, H302, H311, H317, H331, H334, H370, H400, H402, H412"
125-33-7,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,C12H14N2O2,218.256,0.5379,58.2,2,2,2,,,,,,538.0,,,,,,,Warning,"H302, H351, H360"
125-46-2,5646,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,C18H16O7,344.319,1.49982,117.97,2,7,3,,,,,,204.0,,,,,,,Danger,"H301, H302, H400, H410"
125-51-9,657306,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],C22H28BrNO3,434.374,0.0986,46.53,1,3,3,,,,,,,,,,,,,Warning,H302
125-58-6,22267,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,C21H27NO,309.453,4.292,20.31,0,2,2,,,,,,,,,,,,,Danger,"H301, H315, H317, H319, H334, H335"
125-65-5,9886081,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CO)C,C22H34O5,378.509,2.8852,83.83,2,5,3,,,,,,,,,,,,,Warning,"H302, H400, H410"
125-69-9,5464025,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.Br,C18H26BrNO,352.316,3.9613,12.47,0,2,4,,,,,,,,,,,,,Warning,"H302, H411"
125-70-2,5362449,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,C18H25NO,271.404,3.3834,12.47,0,2,4,,,,,,,,,,,,,Danger,"H301, H302"
125-71-3,5360696,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,C18H25NO,271.404,3.3834,12.47,0,2,4,,,,,,122.0,,,,,,,Danger,H301
125-73-5,5360697,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,C17H23NO,257.377,3.0804,23.47,1,2,4,,,,,,,,,,,,,Warning,H302
125-84-8,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,C13H16N2O2,232.283,1.3532,72.19,2,3,2,,,,,,223.0,,,,,,,Warning,"H315, H319, H335"
10026-13-8,24819,P(Cl)(Cl)(Cl)(Cl)Cl,Cl5P,208.239,4.3087,0.0,0,0,0,,,,,320.0,298.0,,1.0,3.6,3.0,0.0,2.0,Danger,"H300, H302, H311, H312, H314, H318, H330, H370, H371, H373"
10028-22-5,24826,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3],Fe2O12S3,399.879,-4.019,240.78,0,12,0,,,,,480.0,480.0,,,3.1,,,,Warning,"H290, H302, H315, H317, H318, H319, H335"
10043-35-3,7628,B(O)(O)O,BH3O3,61.833,-2.0518,60.69,3,3,0,,,,,572.0,340.0,,1.6,1.435,,,,Danger,"H303, H315, H319, H335, H360, H370, H372, H402"
10125-13-0,16219111,O.Cl[Cu]Cl,Cl2CuH2O,152.467,0.5518,31.5,0,0,0,,,,,,,,,,,,,Danger,"H290, H302, H312, H315, H318, H319, H400, H410, H411"
10191-41-0,2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,C29H50O2,430.717,8.84026,29.46,1,2,2,,,,,200.0,2.5,,,0.95,,,,Warning,H317
10544-72-6,25352,[N+](=O)([N+](=O)[O-])[O-],N2O4,92.01,-0.5452,86.28,0,4,0,,,,,70.1,11.8,1999.0,1551.0,1.45,3.0,0.0,0.0,Danger,"H270, H280, H314, H318, H330, H335, H336, H341, H371, H372"
111988-49-9,115224,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,C10H9ClN4S,252.73,2.12088,52.28,0,4,2,,,,,,,,,,,,,Danger,"H301, H332, H336, H351, H400, H410"
112143-82-5,86306,CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C,C13H22N4O3S,314.411,1.7605,77.32,0,7,1,,,,,,,,,,,,,Danger,"H301, H319, H330, H331, H400, H410"
112226-61-6,114994,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl,C18H19ClN2O2,330.815,3.9257,49.41,1,2,2,,,,,,198.0,,,0.38,,,,Warning,"H317, H411"
112281-77-3,80277,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,C13H11Cl2F4N3O,372.149,4.2432,39.94,0,4,2,,,,,240.0,6.0,,1.35,1.432,,,,Warning,"H302, H332, H351, H361, H372, H400, H410, H411"
112410-23-8,91773,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,C22H28N2O2,352.478,4.45154,49.41,1,2,2,,,,,,191.0,,2e-08,1.03,,,,Warning,"H336, H361, H372, H373, H400, H410, H411"
113036-88-7,86309,C1CC1C(=NOCC2=CC=C(C=C2)NC(=O)NC(=O)C3=C(C=CC=C3F)F)C4=CC=C(C=C4)Cl,C25H20ClF2N3O3,483.902,5.911,79.79,2,4,4,,,,,,,,,,,,,Warning,"H319, H413"
114311-32-9,86137,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,C15H19N3O4,305.334,1.2173,100.88,2,5,2,,,,,,166.0,,1.3,1.39,,,,Warning,"H361, H400, H410"
114369-43-6,86138,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,C19H17ClN4,336.826,4.02588,54.5,0,4,3,,,,,,,,,,,,,Warning,"H351, H361, H373, H400, H410"
116255-48-2,3444,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,C13H12BrCl2N3O,377.069,3.6642,39.94,0,4,3,,,,,194.0,84.0,,3.0,1.72,,,,Warning,"H302, H361, H400, H410"
116714-46-6,93541,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,C17H9ClF8N2O4,492.706,5.3837,76.66,2,4,2,,,,,,176.0,,3.75e-06,1.66,,,,Danger,"H372, H400, H410"
117337-19-6,93542,COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl,C15H15ClFN3O3S2,403.888,2.7951,65.59,0,8,3,,,,,,104.6,,4.41,0.43,,,,Warning,"H319, H400, H410"
117428-22-5,11285653,COC=C(C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)C(=O)OC,C18H16F3NO4,367.323,3.8397,57.65,0,5,2,,,,,,,,,,,,,Warning,"H319, H332, H400, H410"
117704-25-3,9832750,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O,C50H74O14,899.128,5.9116,170.06,3,14,8,,,,,,116.0,,,,,,,Danger,"H300, H301, H302, H360, H361, H362, H370, H372, H400, H410"
118134-30-8,86160,CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,C18H35NO2,297.483,4.0663,21.7,0,3,2,,,,,,,,,,,,,Warning,"H302, H312, H315, H317, H332, H361, H373, H400, H410"
118712-89-3,656612,CC1(C(C1C(=O)OCC2=C(C(=CC(=C2F)F)F)F)C=C(Cl)Cl)C,C15H12Cl2F4O2,371.157,4.8774,26.3,0,2,2,,,,,,,,,,,,,Warning,"H302, H315, H351, H370, H400, H410"
119168-77-3,86354,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,C18H24ClN3O,333.863,3.8634,46.92,1,3,2,,,,,,64.0,,7.3,1.0214,,,,Danger,"H301, H302, H317, H320, H332, H336, H351, H361, H371, H372, H373, H400, H410"
119446-68-3,86173,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,C19H17Cl2N3O3,406.269,4.6655,58.4,0,6,4,,,,,100.8,78.6,,1.2,1.5,,,,Warning,"H302, H319, H320, H332, H351, H371, H373, H400, H410"
119515-38-7,125098,CCC(C)OC(=O)N1CCCCC1CCO,C12H23NO3,229.32,2.1584,49.77,1,3,1,,,,,296.0,-170.0,,0.00044,1.07,,,,Warning,H319
119611-00-6,86138,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,C19H17ClN4,336.826,4.02588,54.5,0,4,3,,,,,,,,,,,,,Warning,"H351, H361, H373, H400, H410"
120068-37-3,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,C12H4Cl2F6N4OS,437.152,4.27918,84.7,1,5,2,,,,,,200.0,,2.78,1.477,,,,Danger,"H301, H311, H319, H330, H331, H351, H361, H370, H372, H373, H400, H410"
120116-88-3,9862076,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,C13H13ClN4O2S,324.793,2.0381,78.99,0,5,2,,,,,,152.7,,1.3,1.446,,,,Warning,"H400, H410"
120923-37-7,91777,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,C9H15N5O7S2,369.381,-1.2485,156.89,2,9,1,,,,,,,,,,,,,Warning,"H332, H400, H410, H412"
120928-09-8,86356,CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32,C20H22N2O,306.409,4.5488,35.01,0,3,3,,,,,,77.5,,3.4,1.16,,,,Danger,"H301, H332, H400, H410"
121451-02-3,9828359,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,C17H7Cl2F9N2O3,529.142,6.2446,67.43,2,3,2,,,,,,,,,,,,,Warning,"H361, H362, H400, H410"
121552-61-2,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,C14H15N3,225.295,3.40602,37.81,1,3,3,,,,,,75.9,,3.68e-06,1.21,,,,Warning,"H315, H317, H319, H372, H400, H401, H410, H411"
121776-33-8,86187,CC1(N(CC(O1)C2=CC=CO2)C(=O)C(Cl)Cl)C,C11H13Cl2NO3,278.135,2.7193,42.68,0,3,2,,,,,,,,,,,,,Warning,"H302, H317, H411"
122008-85-9,180089,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,C20H20FNO4,357.381,4.60028,68.55,0,5,2,122.0,,,,270.0,49.5,,4e-07,1.172,,,,Warning,"H302, H315, H373, H400, H410"
122453-73-0,91778,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,C15H11BrClF3N2O,407.617,5.45548,37.95,0,3,2,,,,,,100.0,,7e-08,0.543,,,,Danger,"H302, H320, H331, H371, H373, H400, H410"
122548-33-8,92433,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(N=C3N2C=CC=C3)Cl)OC,C14H13ClN6O5S,412.815,1.3053,136.81,2,9,3,,,,,,178.6,,2.63,1.652,,,,Danger,"H314, H318, H400, H410"
1646-88-4,15438,CC(C)(C=NOC(=O)NC)S(=O)(=O)C,C7H14N2O4S,222.266,0.1514,84.83,1,5,0,,,,,,,,9e-05,,,,,Danger,"H300, H310, H330, H400"
23135-22-0,31657,CNC(=O)ON=C(C(=O)N(C)C)SC,C7H13N3O3S,219.266,0.1071,71.0,1,5,0,,,,,,212.0,,0.00023,0.97,,,,Danger,"H300, H311, H312, H330, H336, H361, H370, H372, H400, H410, H411"
1950-02-02,5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,C22H29FO5,392.467,1.8957,94.83,3,5,4,,,,,,504.0,,,,,,,Danger,"H315, H317, H319, H334, H335, H360, H373, H410"
1953-06-05,222786,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,C21H28O5,360.45,1.9898,91.67,2,5,4,,,,,,222.0,,,,,,,Warning,H361
57-43-2,2164,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,C11H18N2O3,226.276,1.185,75.27,2,3,1,,,,,,313.0,,,,,,,Danger,H301
58-33-3,6014,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C17H21ClN2S,320.889,4.6612,6.48,0,3,3,,,,,,446.0,,,,,,,Warning,"H302, H315, H317, H318, H319, H332, H335, H411"
59-46-1,4914,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,C13H20N2O2,236.315,1.7674,55.56,1,4,1,,,,,,61.0,,,,,,,Warning,H302
59-87-0,5447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,C6H6N4O4,198.138,0.19,123.76,2,5,1,,,,,236.0,457.0,,4.31e-06,,,,,Warning,"H302, H317"
60-93-5,91429,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Cl.Cl,C20H26Cl2N2O2,397.346,4.0168,45.59,1,4,5,,,,,,,,,,,,,Warning,"H302, H317"
